name;type;slot;mindam;maxdam;2handmindam;2handmaxdam;reqstr;reqdex;imagefile;speed;spawnable;mindam;maxdam;1or2handed;2handed;2handmindam;2handmaxdam;minmisdam;maxmisdam;;rangeadder;speed;StrBonus;DexBonus;reqstr;reqdex;durability;nodurability;level;levelreq;cost;gamble cost;magic lvl;auto prefix;OpenBetaGfx;normcode;ubercode;ultracode;wclass;2handedwclass;component;hit class;invwidth;invheight;stackable;minstack;maxstack;spawnstack;flippyfile;invfile;uniqueinvfile;setinvfile;hasinv;gemsockets;gemapplytype;special;useable;dropsound;dropsfxframe;usesound;unique;transparent;transtbl;quivered;lightradius;belt;quest;questdiffcheck;missiletype;durwarning;qntwarning;gemoffset;bitfield1;CharsiMin;CharsiMax;CharsiMagicMin;CharsiMagicMax;CharsiMagicLvl;GheedMin;GheedMax;GheedMagicMin;GheedMagicMax;GheedMagicLvl;AkaraMin;AkaraMax;AkaraMagicMin;AkaraMagicMax;AkaraMagicLvl;FaraMin;FaraMax;FaraMagicMin;FaraMagicMax;FaraMagicLvl;LysanderMin;LysanderMax;LysanderMagicMin;LysanderMagicMax;LysanderMagicLvl;DrognanMin;DrognanMax;DrognanMagicMin;DrognanMagicMax;DrognanMagicLvl;HraltiMin;HraltiMax;HraltiMagicMin;HraltiMagicMax;HratliMagicLvl;AlkorMin;AlkorMax;AlkorMagicMin;AlkorMagicMax;AlkorMagicLvl;OrmusMin;OrmusMax;OrmusMagicMin;OrmusMagicMax;OrmusMagicLvl;ElzixMin;ElzixMax;ElzixMagicMin;ElzixMagicMax;ElzixMagicLvl;AshearaMin;AshearaMax;AshearaMagicMin;AshearaMagicMax;AshearaMagicLvl;CainMin;CainMax;CainMagicMin;CainMagicMax;CainMagicLvl;HalbuMin;HalbuMax;HalbuMagicMin;HalbuMagicMax;HalbuMagicLvl;JamellaMin;JamellaMax;JamellaMagicMin;JamellaMagicMax;JamellaMagicLvl;LarzukMin;LarzukMax;LarzukMagicMin;LarzukMagicMax;LarzukMagicLvl;DrehyaMin;DrehyaMax;DrehyaMagicMin;DrehyaMagicMax;DrehyaMagicLvl;MalahMin;MalahMax;MalahMagicMin;MalahMagicMax;MalahMagicLvl;Source Art;Game Art;Transform;InvTrans;SkipName;NightmareUpgrade;HellUpgrade
Rune Sword;swor;1h;4;16;;;95;73;longsword.gif;-10;1;4;16;;;;;;;;1;-10;100;25;95;73;44;;33;32;5742;119170;;308;lsd;lsd;9ls;7ls;1hs;1hs;5;1hsl;2;3;;;;;flplsd;invlsd;inv9lsu;inv9lsu;1;4;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Ancient Sword;swor;1h;7;17;;;117;81;warsword.gif;;1;7;17;;;;;;;;1;;100;25;117;81;44;;37;36;7432;167630;;308;flc;wsd;9wd;7wd;1hs;1hs;5;1hsl;1;3;;;;;flpwsd;invwsd;;;1;3;0;;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Espadon;swor;1h/2h;3;10;7;15;64;53;twohandedsword.gif;;1;3;10;1;1;7;15;;;;2;;100;25;64;53;44;;28;27;2637;51792;;308;clm;2hs;92h;72h;1hs;2hs;5;2hss;1;4;;;;;flp2hs;inv2hs;inv2hsu;inv2hsu;1;3;0;;0;item_largemetalweapon;12;item_largemetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Dacian Falx;swor;1h/2h;5;11;10;23;84;19;claymore.gif;10;1;5;11;1;1;10;23;;;;2;10;100;25;84;19;50;;32;31;4827;97556;;308;clm;clm;9cm;7cm;1hs;2hs;5;2hss;1;4;;;;;flpclm;invclm;;;1;4;0;;0;item_largemetalweapon;12;item_largemetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Tusk Sword;swor;1h/2h;4;14;8;22;96;66;giantsword.gif;;1;4;14;1;1;8;22;;;;2;;100;25;96;66;50;;34;33;5527;117733;;308;gsd;gis;9gs;7gs;1hs;2hs;5;2hss;1;4;;;;;flpgis;invgis;invgisu;invgisu;1;4;0;;0;item_largemetalweapon;12;item_largemetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Gothic Sword;swor;1h/2h;5;15;15;23;105;19;bastrardsword.gif;10;1;5;15;1;1;15;23;;;;1;10;100;25;105;19;40;;36;35;7340;162362;;308;clm;bsw;9b9;7b7;1hs;2hs;5;2hss;1;4;;;;;flpbsw;invbsw;invbswu;invbswu;1;4;0;;0;item_largemetalweapon;12;item_largemetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Zweihander;swor;1h/2h;8;14;11;20;116;87;flamberge.gif;-10;1;8;14;1;1;11;20;;;;2;-10;100;25;116;87;50;;37;36;8860;197250;;308;clm;flb;9fb;7fb;1hs;2hs;5;2hss;2;4;;;;;flpflb;invflb;inv9fbu;inv9fbu;1;5;0;;0;item_largemetalweapon;12;item_largemetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Executioner Sword;swor;1h/2h;9;15;18;30;157;102;greatsword.gif;10;1;9;15;1;1;18;30;;;;2;10;100;25;157;102;50;;41;40;12584;142381;;308;gsd;gsd;9gd;7gd;1hs;2hs;5;2hss;2;4;;;;;flpgsd;invgsd;invgsdu;invgsdu;1;6;0;;0;item_largemetalweapon;12;item_largemetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Poignard;knif;1h;2;7;;;22;0;dagger.gif;-20;1;2;7;;;;;;;;;-20;75;75;22;0;16;;23;22;567;16440;;308;dgr;dgr;9dg;7dg;1ht;1ht;5;1ht;1;2;;;;;flpdgr;invdgr;;;1;1;0;;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Rondel;knif;1h;4;10;;;22;51;dirk.gif;;1;4;10;;;;;;;;;;75;75;22;51;20;;27;26;2240;44378;;308;dir;dir;9di;7di;1ht;1ht;5;1ht;1;2;;;;;flpdir;invdir;;;1;1;0;;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Cinquedeas;knif;1h;6;12;;;23;81;kriss.gif;-20;1;6;12;;;;;;;;;-20;75;75;23;81;24;;32;31;4704;95351;;308;dir;kri;9kr;7kr;1ht;1ht;5;1ht;1;3;;;;;flpkrs;invkrs;invkrsu;invkrsu;1;3;0;;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Stilleto;knif;1h;8;14;;;43;90;blade.gif;-10;1;8;14;;;;;;;;;-10;75;75;43;90;24;;35;34;6606;141366;;308;dgr;bld;9bl;7bl;1ht;1ht;5;1ht;1;3;;;;;flpbld;invbld;inv9blu;inv9blu;1;2;0;;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Battle Dart;tkni;1h;3;6;;;22;46;throwingknife.gif.gif;;1;3;6;;;;;5;9;15;;;75;75;22;46;6;;23;22;1900;10240;;308;dgr;tkf;9tk;7tk;1ht;1ht;5;1ht;1;2;1;40;160;75;flptkn;invtkn;;;1;2;0;primarily thrown;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;36;7;4;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Francisca;taxe;1h;5;8;;;22;70;throwingaxe.gif;10;1;5;8;;;;;7;13;15;;10;75;75;22;70;15;;26;25;2140;11280;;308;hax;tax;9ta;7ta;1hs;1hs;5;1hsl;1;2;1;16;130;32;flptax;invtax;;;1;2;0;primarily thrown;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;35;7;5;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;2;0;xxx;xxx
War Dart;tkni;1h;2;9;;;22;85;balancedknife.gif;-20;1;2;9;;;;;5;11;15;;-20;75;75;22;85;20;;29;28;2380;12950;;308;dgr;bkf;9bk;7bk;1ht;1ht;5;1ht;1;2;1;30;160;60;flpbkf;invbkf;;;1;2;0;primarily thrown;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;36;7;4;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Hurlbat;taxe;1h;5;11;;;23;98;balancedaxe.gif;-10;1;5;11;;;;;9;13;15;;-10;75;75;23;98;16;;31;30;2600;13755;;308;hax;bal;9b8;7b8;1hs;1hs;5;1hsl;2;3;1;16;130;24;flpbal;invbal;;;1;2;0;primarily thrown;0;item_sword;12;item_sword;0;0;5;0;0;0;;;35;7;5;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
War Javelin;jave;1h;2;8;;;22;22;javelin.gif;-10;1;2;8;;;;;5;12;15;2;-10;75;75;22;22;10;;23;22;2840;10550;;308;jav;jav;9ja;7ja;1ht;1ht;5;1ht;1;3;1;30;60;60;flpjav;invjav;;;1;2;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;1;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Great Pilum;jave;1h;5;10;;;22;77;pilum.gif;;1;5;10;;;;;6;16;15;2;;75;75;22;77;12;;28;27;2980;12813;;308;pil;pil;9pi;7pi;1ht;1ht;5;1ht;1;3;1;25;50;50;flppil;invpil;;;1;2;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Simbilan;jave;1h;3;12;;;70;70;shortspear.gif;10;1;3;12;;;;;11;19;15;2;10;75;75;70;70;14;;30;29;3220;13950;;308;jav;ssp;9s9;7s7;1ht;1ht;5;1ht;1;3;1;20;40;40;flpssp;invssp;;;1;2;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Spiculum;jave;1h;5;14;;;91;68;shortspear.gif;20;1;5;14;;;;;12;23;15;2;20;75;75;91;68;16;;35;34;3460;16085;;308;glv;glv;9gl;7gl;1ht;1ht;5;1ht;1;4;1;8;20;20;flpglv;invglv;;;1;2;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Harpoon;jave;1h;5;14;;;23;109;throwingspear.gif;-10;1;5;14;;;;;7;20;15;2;-10;75;75;23;109;18;;38;37;3540;17825;;308;pil;tsp;9ts;7ts;1ht;1ht;5;1ht;1;4;1;32;80;80;flptsp;invtsp;;;1;2;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
War Spear;spea;2h;;;4;14;22;22;spear.gif;-10;1;;;;1;4;14;;;;3;-10;100;25;22;22;30;;25;24;1418;29300;;308;spr;spr;9sr;7sr;2ht;2ht;5;2ht;2;4;;;;;flpspr;invspr;;;1;3;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Fuscina;spea;2h;;;8;14;67;22;trident.gif;;1;;;;1;8;14;;;;3;;100;25;67;22;35;;27;26;2776;52532;;308;tri;tri;9tr;7tr;2ht;2ht;5;2ht;2;4;;;;;flptri;invtri;invtriu;invtriu;1;4;0;2 square reach;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
War Fork;spea;2h;;;6;15;74;88;brandistock.gif;-20;1;;;;1;6;15;;;;4;-20;100;25;74;88;28;;31;30;4473;89113;;308;brn;brn;9br;7br;2ht;2ht;5;2ht;2;4;;;;;flpbrn;invbrn;inv9bru;inv9bru;1;5;0;2 square reach;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Yari;spea;2h;;;11;23;93;0;spetum.gif;;1;;;;1;11;23;;;;4;;100;25;93;0;28;;33;32;6279;129202;;308;tri;spt;9st;7st;2ht;2ht;5;2ht;2;4;;;;;flpspt;invspt;;;1;6;0;2 square reach;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Lance;spea;2h;;;27;114;102;81;pike.gif;20;1;;;;1;11;43;;;;4;20;100;25;102;81;25;;35;34;7525;162672;;308;pik;pik;9p9;7p7;2ht;2ht;5;2ht;2;4;;;;;flppik;invpik;;;1;6;0;3 square reach;0;item_sword;12;item_sword;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Lochaber Axe;pole;2h;;;2;22;70;0;bardiche.gif;10;1;;;;1;2;22;;;;2;10;100;25;70;0;50;;25;24;1425;29399;;308;hal;bar;9b7;7o7;stf;stf;5;2hsl;2;4;;;;;flpbar;invbar;;;1;3;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Bill;pole;2h;;;5;20;83;0;volulge.gif;;1;;;;1;5;20;;;;2;;100;25;83;0;50;;28;27;2520;49961;;308;pax;vou;9vo;7vo;stf;stf;5;2hsl;2;4;;;;;flpvou;invvou;;;1;4;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Battle Scythe;pole;2h;;;7;17;72;72;scythe.gif;-10;1;;;;1;7;17;;;;1;-10;100;25;72;72;65;;30;29;3360;68130;;308;scy;scy;9s8;7s8;stf;stf;5;2hsl;2;4;;;;;flpscy;invscy;inv9s8u;inv9s8u;1;5;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Partizan;pole;2h;;;13;29;99;59;poleaxe.gif;10;1;;;;1;13;29;;;;3;10;100;25;99;59;65;;26;25;6384;104553;;308;pax;pax;9pa;7pa;stf;stf;5;2hsl;2;4;;;;;flppax;invpax;;;1;5;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Bec-de-Corbin;pole;2h;;;5;32;123;84;halberd.gif;;1;;;;1;5;32;;;;4;;100;25;123;84;55;;38;37;9944;128659;;308;hal;hal;9h9;7h7;stf;stf;5;2hsl;2;4;;;;;flphal;invhal;;;1;6;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Grim Scythe;pole;2h;;;11;26;130;130;warscythe.gif;-10;1;;;;1;11;26;;;;4;-10;100;25;130;130;55;;41;40;12360;102760;;308;scy;wsc;9wc;7wc;stf;stf;5;2hsl;2;4;;;;;flpwsc;invwsc;;;1;6;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Jo Staff;staf;2h;;;2;8;22;0;shortstaff.gif;-10;1;;;;1;2;8;;;;1;-10;100;25;22;0;20;;23;22;950;20810;1;308;bst;sst;8ss;6ss;stf;stf;5;club;1;3;;;;;flpsst;invsst;;;1;2;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;105;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Quarterstaff;staf;2h;;;3;10;22;0;longstaff.gif;;1;;;;1;3;10;;;;1;;100;25;22;0;30;;26;25;1997;39558;1;308;sst;lst;8ls;6ls;stf;stf;5;staf;1;4;;;;;flplst;invlst;;;1;3;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Cedar Staff;staf;2h;;;5;12;22;0;gnarledstaff.gif;10;1;;;;1;5;12;;;;1;10;100;25;22;0;35;;29;28;3070;60112;1;308;cst;cst;8cs;6cs;stf;stf;5;staf;1;4;;;;;flpcst;invcst;invcstu;invcstu;1;4;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Gothic Staff;staf;2h;;;5;13;23;0;battlestaff.gif;;1;;;;1;5;13;;;;1;;100;25;23;0;40;;32;31;4690;95099;1;308;sst;bst;8bs;6bs;stf;stf;5;staf;1;4;;;;;flpbst;invbst;;;1;4;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Rune Staff;staf;2h;;;9;22;23;0;warstaff.gif;20;1;;;;1;9;22;;;;1;20;100;25;23;0;50;;35;34;7390;159993;1;308;lst;wst;8ws;6ws;stf;stf;5;staf;2;4;;;;;flpwst;invwst;inv8wsu;inv8wsu;1;6;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Edge Bow;bow;2h;;;2;8;22;38;shortbow.gif;5;1;;;;1;2;8;;;13;;5;25;100;22;38;20;1;23;22;709;17750;;308;sbw;sbw;8sb;6sb;bow;bow;6;bow;2;3;;;;;flpsbw;invsbw;;;1;3;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;105;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Razor Bow;bow;2h;;;3;8;22;54;huntersbow.gif;-10;1;;;;1;3;8;;;13;;-10;25;100;22;54;32;1;25;24;1594;31775;;308;sbw;hbw;8hb;6hb;bow;bow;6;bow;2;3;;;;;flphbw;invhbw;;;1;4;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Cedar Bow;bow;2h;;;4;11;46;43;longbow.gif;;1;;;;1;4;11;;;13;;;25;100;46;43;28;1;26;25;2091;40975;;308;lbw;lbw;8lb;6lb;bow;bow;6;bow;2;4;;;;;flplbw;invlbw;inv8lbu;inv8lbu;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Double Bow;bow;2h;;;5;10;51;64;compositebow.gif;-10;1;;;;1;5;10;;;13;;-10;25;100;51;64;36;1;29;28;2931;59380;;308;lbw;cbw;8cb;6cb;bow;bow;6;bow;2;3;;;;;flpcbw;invcbw;invcbwu;invcbwu;1;4;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Short Siege Bow;bow;2h;;;5;11;60;74;shortbattlebow.gif;;1;;;;1;5;11;;;13;;;25;100;60;74;40;1;32;31;4058;85853;;308;sbb;sbb;8s8;6s7;bow;bow;6;bow;2;3;;;;;flpsbb;invsbb;inv8s8u;inv8s8u;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
